domain,match_group_id,trajectory_id,treatment,delegation_depth,thinking_mode,step_index,agent_id,agent_role,checkpoints,layer_count,activation_file,sha256
AIHC,aihc,aihc__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,94331b66961b40a6739fb2526ea81533033edd5f61c0ce980245e7a50b84350e
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,b3f999b730f12c03101d116e831669257db540e7050866b1568e3f7b2c47a730
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,338de14ea8e0beb56269c6af9fb4f9b27428ed9456042fffd405dd0704c4f905
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,86d2b0f43b6be81b5c0730852a166c50e62b1b13ff2ce290eadbecb301ad96ed
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,da28d50e67dccd86ea66bcb00bad48fc132b821914f42d1c61e713321ad36cb0
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,4c169f801764960cc7e17f11c54760f3538d73c8c073d8e0ecaeefad8ad954eb
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,913b8208e2814e4195160173d8b5f811ec0350901cb13071dc4e00cbaae2e7b5
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,33ae8e1da45fe27700529cc38be7cd1719391d146f9f8f32e7480eeb6b117fcc
AIHC,aihc,aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,cb9f4f05459d8f501e3591bb5b769b2577ba98b30677b08a46514b09ab02fe89
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,fb5b2fa03f376f470fb88d3aed72bddefb579f427333f5f591ca515b635f4d49
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,a238825ade593db575aab842dea8334394b53fe7fc6b89dbd4a5335a1105d51e
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,c64b8af05ad084e045551a9beab7d077a440dd6e671c63dba1e04e5c5459dc8b
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,67e7103cd0eadef5d9dfedcee67796220b79bb1f147fabdf0dd6ed909e1d1887
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,0dd17eae87eb92e6b4274e2ee5645e66779321ce7693d7a556abdf1e7b3c1f1f
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,3ec853dd2e38ca25f0bdf9780967a3e4cac5f3c03e3b050a84fdfbe3be4f8bd0
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,d566fc6bca8191e9376f2fd8d9e83a7be4c26833e1e40b53521f6a613e960a79
AIHC,aihc,aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/aihc__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,f5a253e0b6e53f3567989ef98a647623e395c18a4aa454f66f2724265b694857
Convex,convex_open_access_v3,convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,59d75d983f7eadee588245d956d720f97f3a13479e2f6e2b5668ba0061a0e6f2
Convex,convex_open_access_v3,convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,c9268348b3ce7bd9969a8b1515fa0aae83922127ab620e8109822df73678471e
Convex,convex_open_access_v3,convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,67ac82b2a4db074ad0baf7fb1c7cbec00fb5732a0b7d34f82162a5455ab52b9e
Convex,convex_open_access_v3,convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,e3343ebc977dd4fd75a8604bc2093ecf455b37c70a92c4335cd49dbcc7d5bb45
Convex,convex_open_access_v3,convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,353c89554224590ebfc398223ef232ad10524b295bf10b80d8cf37450b62a645
Convex,convex_open_access_v3,convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,7718eb4e103906079db493cbe911b9ec06be1f20536e8465f5e0335035dec3b0
Convex,convex_open_access_v3,convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,01ecb8dfebfd8df585ee19770c10e1097700ed2242b2af4a63e8fefaabfdd98e
Convex,convex_open_access_v3,convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,0e96fbfeae8332082197acbdd86aaa18a9851ea22d8fdea59fc702c56eda2814
Convex,convex_open_access_v3,convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,5765fddb5d92a529b58cb8f9c6238c4603fb25bddd4f09f93d335f2e1808472e
Convex,convex_open_access_v3,convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,44b75537829f456a5daf96ea26d96667a0ce4f128b6cd115a1f22ad81d3ece49
Convex,convex_open_access_v3,convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,7d84683868b90e2e2e6829da2795c8bcf591b29d50e7bdd88abc8adb674e68b1
Convex,convex_open_access_v3,convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,24907753e48fd0dc66912fb40ab877b6df87a200b764485189208a2f7059c469
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,3d5b010ccef43837220799f8f3f2f8184937a337b51c40c2dd243e2cc0a1ebc3
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,7919d0c3f0133a8791fec436fc937aea44110006b1b014324da6194f8379a677
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,7345f5badfbefbc87fa0d4879439f6039cb63547818c582f167a97c3deb94280
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,27639888e12d0e000d6da7e9d2d7e69f0fc049ceaf772c2362fe27e87ac50e5e
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,21dc2393f2efaf742a5296f4acfbf9f5cc8b2c23dcd5e95ad36f4d2fe2746d4d
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,e65d9651a9d0af9afa94894035cd79634d6e2739d610eb4963a6bb94040b1784
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,8cca282b266fbca51716e66dc11c8d47f22c85bf61a6790970c97fb95dc0a919
Convex,convex_open_access_v3,convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,18aae19f06c8a5b288204c810e8dc3394005dcb180b03c8ed7b5f99087c50680
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,863f3f5b87d03a4dff769a5096ef4fadacb978a2692367a42dbc4dcbd91a6fd1
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,421ecb696d7fef4abf89877436fa3085b8f8280817c3ef253f2d90bf38f77ef8
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,8a5130c01ef1800252e07c946dc8ea12e315824744b82519ad643440a06a41e2
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,3-hop,off,4,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_004.pt,e304be2e9c554ec1d21b38007e5314a09e25b546a88487a12b45212c1341bdb6
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,84ca4518fedde004741074baaa875ee778ffc8e025f5aaef4bbea433a4126c0d
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,c348ed7d37068113a3caa937a4968be066207c39b0c5f526ab83c1d7332b44f3
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,3,worker_2,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,83241823e4b2cc89ce819b31850150f0485f4e5b1f7d5047e4fe467de434bbfa
Convex,convex_open_access_v3,convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,3-hop,on,4,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/convex_open_access_v3__3hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_004.pt,9823b6f78b21637156b4c3cf3fd44853cc8fb0701880668534964e9d45c6f5f9
Finance,fin,fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,f6bf73bebd4b83c2d811bba9d920d5811b25f4c98a56a35ca67e243d31467f8d
Finance,fin,fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,60be71f8639a4f5e0282850ef2e7fadec837bc616f1eff3ead5ae826a5767f58
Finance,fin,fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,f917ba5ebabf366699832db0bb03a5e70166903265cd8fb81c3c75644edd341a
Finance,fin,fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,e3f21b2db0ad7890afdf588fd322cd818ae1fc47a56c181eb7b230ac69c7e4e7
Finance,fin,fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,be0f48306f1ddf6ca07edca9701d3da6fbec272a7a7cc5ad2306ce6725ae72d1
Finance,fin,fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,clean,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__2hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,9903b63d68903159fc3042017e2d8c2e496d285135d4fdf1dc06ffe9e2b6ab5d
Finance,fin,fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,74085f0f25e7d2c0399bc370973ef96793e14b989b1c1b971254ba8728e284fa
Finance,fin,fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,2074fd58b3ce0feaf4cc0521af21c3f5f39df91d43d0b51cd9134b105d9661e9
Finance,fin,fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,injected,2-hop,off,3,executor_1,executor,last_input_token;last_visible_answer_token,64,activations/fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,e43c318f6b583f033c97f633a6a380f8b2ea650655a7766f4c4837e4f7f52b99
Finance,fin,fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,0,planner_1,planner,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_000.pt,400f7a6cfaea34879800b57cbce5a9a810dc1da9bd2945ceeb3886ee2decf511
Finance,fin,fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,2,worker_1,worker,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_002.pt,b8f145d273458d2e5f89c673a5026f9f3309aeaf7ac70977460877a170b073ab
Finance,fin,fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on,injected,2-hop,on,3,executor_1,executor,last_input_token;last_reasoning_token;last_visible_answer_token,64,activations/fin__2hop__injected__prompt_neutral_v1__gen_controlled_v2_5000__thinking_on/on/step_003.pt,8e5062e409d7b43e46bc22e370fa739df8ae6280882594ec2215811c5cf154cf
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,0,planner_1,planner,last_input_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_000.pt,04d76292103e290ae5aa6e8e66f2b14a85c7f786b56bb73d8525b7d98290973b
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,2,worker_1,worker,last_input_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_002.pt,428a912e2a039f64b2213277d72f3104209ef1371d9990a1ef37b4d1e04adfb3
Finance,fin,fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off,clean,3-hop,off,3,worker_2,worker,last_input_token;last_visible_answer_token,64,activations/fin__3hop__clean__prompt_neutral_v1__gen_controlled_v2_5000__thinking_off/off/step_003.pt,16f52b675e94ab30f3bf1dbd749927bfd4b9bc461499c420dda0e3ba2a66c0b4
